HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,USA,-77.7295,39.7079
HHH,Hilton Head Airport,Hilton Head Island,US,USA,-80.6975,32.2244
HTS,Tri-State/Milton J. Ferguson Field,Huntington,US,USA,-82.558,38.3667
HVN,Tweed New Haven Airport,New Haven,US,USA,-72.8868,41.2637
IFP,Laughlin Bullhead International Airport,Bullhead City,US,USA,-100,35.1574
IPT,Williamsport Regional Airport,Williamsport,US,USA,-76.9211,41.2418
JHM,Kapalua Airport,Lahaina,US,USA,-100,20.9629
LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,USA,-100,41.1262
LBL,Liberal Mid-America Regional Airport,Liberal,US,USA,-100,37.0442
LCK,Rickenbacker International Airport,Columbus,US,USA,-82.9278,39.8138
LNY,Lanai Airport,Lanai City,US,USA,-100,20.7856
LWB,Greenbrier Valley Airport,Lewisburg,US,USA,-80.3995,37.8583
LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,US,USA,-79.2004,37.3267
MKK,Molokai Airport,Kaunakakai,US,USA,-100,21.1529
OGD,Ogden Hinckley Airport,Ogden,US,USA,-100,41.1959
OGS,Ogdensburg International Airport,Ogdensburg,US,USA,-75.4655,44.6819
YKM,Yakima Air Terminal McAllister Field,Yakima,US,USA,-100,46.5682
YNG,Youngstown Warren Regional Airport,Youngstown/Warren,US,USA,-80.6791,41.2607
OWB,Owensboro Daviess County Airport,Owensboro,US,USA,-87.1668,37.7401
PGV,Pitt Greenville Airport,Greenville,US,USA,-77.3853,35.6352
PIE,St Petersburg Clearwater International Airport,St Petersburg-Clearwater,US,USA,-82.6874,27.9102
PQI,Presque Isle International Airport,Presque Isle,US,USA,-68.0448,46.689
PRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,US,USA,-100,34.6545
PSM,Portsmouth International at Pease Airport,Portsmouth,US,USA,-70.8233,43.0779
PUW,Pullman Moscow Regional Airport,Pullman/Moscow,US,USA,-100,46.7439
PVU,Provo Municipal Airport,Provo,US,USA,-100,40.2192
ROP,Rota International Airport,Rota Island,MP,MNP,100,14.1743
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,USA,-75.5103,38.3405
SCK,Stockton Metropolitan Airport,Stockton,US,USA,-100,37.8942
SFB,Orlando Sanford International Airport,Orlando,US,USA,-81.2375,28.7776
SLN,Salina Municipal Airport,Salina,US,USA,-97.6522,38.791
SPN,Saipan International Airport,Saipan Island,MP,MNP,100,15.119
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,USA,-100,38.509
SWO,Stillwater Regional Airport,Stillwater,US,USA,-97.0857,36.1612
UIN,Quincy Regional Baldwin Field,Quincy,US,USA,-91.1946,39.9427
USA,Concord-Padgett Regional Airport,Concord,US,USA,-80.7091,35.3878
XWA,Williston Basin International Airport,Williston,ND,USA,48.259722,-103.750556
